Event Identifier,Event Name,First Year,Last Year,Primary Genre,Venue Identifier,Venue Name,Suburb,Latitude,Longitude
127576,"Wayfarer / Stamping Ground / Fieldmass",1986,1986,Dance,120,"Princess Theatre (1886- )",Melbourne,-37.810729,144.972464
127577,"The Tempest",1984,1984,Theatre - Spoken Word,84,"Church Theatre",Hawthorn,-37.823524,145.041631
127578,"The Cup Winner",1911,1911,Other,17798,"Melbourne Glaciarium",Melbourne,-37.820942,144.967273
127580,"Elton John in Concert",1984,1984,Music,2752,"Sports & Entertainment Centre",Melbourne,-37.823598,144.97956
127581,"The Search for Andy Cadabra",1984,1984,Theatre - Spoken Word,4639,"Playbox Theatre",Melbourne,-37.814722,144.971491
127583,"Enough / Footfalls / Rockaby",1986,1986,Theatre - Spoken Word,82,"Universal Theatre",North Fitzroy,-37.798606,144.975634
127584,"Twice Double",1982,1982,Music Theatre,2817,"The Last Laugh",Collingwood,-37.806343,144.982986
127585,"The Christmas Show",1981,1981,Music Theatre,3142,"Le Joke",Collingwood,-37.8062249,144.9830532
127586,"The Three Lives of Penny Paper",1983,1983,Music Theatre,4006,"Melbourne",Melbourne,-37.8136,144.9631
127587,"Noddy Comes to Town",1980,1980,Theatre - Spoken Word,4639,"Playbox Theatre",Melbourne,-37.814722,144.971491
127588,"Winter / passion",1986,1986,Theatre - Spoken Word,83,"Athenaeum Theatre",Melbourne,-37.815039,144.967359
127590,"A Smile, A Song and a Lump of Wood",1986,1986,Theatre - Spoken Word,3142,"Le Joke",Collingwood,-37.8062249,144.9830532
127591,"Beckett Directs Beckett: Waiting for Godot / Endgame / Krapp's Last Tape",1984,1984,Theatre - Spoken Word,82,"Universal Theatre",North Fitzroy,-37.798606,144.975634
127592,"You're a Good Man Charlie Brown",1981,1982,Music Theatre,82,"Universal Theatre",North Fitzroy,-37.798606,144.975634
127594,"Born Yesterday",2017,2017,Theatre - Spoken Word,13086,"Southbank Theatre, The Sumner",Southbank,-37.823752,144.969449
127595,"John",2017,2017,Theatre - Spoken Word,12,"Fairfax Studio",Melbourne,-37.821404,144.968724
127596,"Faith Healer",2017,2017,Theatre - Spoken Word,13086,"Southbank Theatre, The Sumner",Southbank,-37.823752,144.969449
127597,"Melbourne Talam",2017,2017,Theatre - Spoken Word,13226,"Southbank Theatre, The Lawler",Southbank,-37.823752,144.969449
127598,"Three Little Words",2017,2017,Theatre - Spoken Word,13086,"Southbank Theatre, The Sumner",Southbank,-37.823752,144.969449
127599,"Minnie and Liraz",2017,2017,Theatre - Spoken Word,12,"Fairfax Studio",Melbourne,-37.821404,144.968724
127600,"Macbeth",2017,2017,Theatre - Spoken Word,13086,"Southbank Theatre, The Sumner",Southbank,-37.823752,144.969449
127601,"Di and Viv and Rose",2017,2017,Theatre - Spoken Word,13086,"Southbank Theatre, The Sumner",Southbank,-37.823752,144.969449
127602,"Hay Fever",2017,2017,Theatre - Spoken Word,13086,"Southbank Theatre, The Sumner",Southbank,-37.823752,144.969449
127603,"Vivid White",2017,2017,Music Theatre,13086,"Southbank Theatre, The Sumner",Southbank,-37.823752,144.969449
127619,"Robyn Archer",1982,1982,Music Theatre,2816,"Dallas Brooks Hall",East Melbourne,-37.809209,144.981533
127622,"Garden of Delights",1979,1979,Theatre - Spoken Word,17814,"Pram Factory Back Theatre",Carlton,-37.798214,144.968964
127729,"Dickens' Women",2012,2012,Theatre - Spoken Word,11513,"The Arts Centre",Melbourne,-37.819977,144.968632
127730,"Dickens' Women",2012,2012,Theatre - Spoken Word,2708,"Frankston Arts Centre",Frankston,-38.146162,145.123225
127732,"Dickens' Women",2012,2012,Theatre - Spoken Word,143,"Her Majesty's Theatre",Ballarat,-37.56269,143.857598
127741,"Operation Ouch! Live on Stage!",2017,2017,Theatre - Spoken Word,3,"Playhouse",Melbourne,-37.821404,144.968724
127749,"The Play That Goes Wrong",2017,2017,Theatre - Spoken Word,98,"Comedy Theatre",Melbourne,-37.810308,144.970033
127797,"Macbeth",1965,1965,Theatre - Spoken Word,3926,"Emerald Hill Theatre",South Melbourne,-37.837058,144.960994
127798,"Macbeth",1965,1965,Theatre - Spoken Word,3926,"Emerald Hill Theatre",South Melbourne,-37.837058,144.960994
127799,"Oedipus Rex",1965,1965,Theatre - Spoken Word,3926,"Emerald Hill Theatre",South Melbourne,-37.837058,144.960994
127800,"Brecht on Brecht",1965,1965,Theatre - Spoken Word,3926,"Emerald Hill Theatre",South Melbourne,-37.837058,144.960994
127802,"Cages: Snowangel / Epiphany",1966,1966,Theatre - Spoken Word,3926,"Emerald Hill Theatre",South Melbourne,-37.837058,144.960994
127803,"Brecht on Brecht",1966,1966,Theatre - Spoken Word,3926,"Emerald Hill Theatre",South Melbourne,-37.837058,144.960994
127804,"Death of a Salesman",1966,1966,Theatre - Spoken Word,3926,"Emerald Hill Theatre",South Melbourne,-37.837058,144.960994
127806,"The First Country",1966,1966,Theatre - Spoken Word,3926,"Emerald Hill Theatre",South Melbourne,-37.837058,144.960994
127845,"The Zoo Story / The Fire Raisers",1963,1963,Theatre - Spoken Word,3926,"Emerald Hill Theatre",South Melbourne,-37.837058,144.960994
127846,"Billy Liar",1963,1963,Theatre - Spoken Word,3926,"Emerald Hill Theatre",South Melbourne,-37.837058,144.960994
127847,"Antigone",1964,1964,Theatre - Spoken Word,3926,"Emerald Hill Theatre",South Melbourne,-37.837058,144.960994
127848,"Antigone",1964,1964,Theatre - Spoken Word,3926,"Emerald Hill Theatre",South Melbourne,-37.837058,144.960994
127849,"Death of a Salesman",1964,1964,Theatre - Spoken Word,3926,"Emerald Hill Theatre",South Melbourne,-37.837058,144.960994
127850,"Serjeant Musgrave's Dance",1964,1964,Theatre - Spoken Word,3926,"Emerald Hill Theatre",South Melbourne,-37.837058,144.960994
127862,"Caloola, or The Adventures of a Jackaroo",1911,1911,Other,17957,"Lyric Theatre",Brunswick,-37.772545,144.960979
127866,"Portland Bay Swells",1985,1985,Theatre - Spoken Word,11932,"Portland",Portland,-38.3509,141.5885
128025,"Faster",2017,2017,Dance,11513,"The Arts Centre",Melbourne,-37.819977,144.968632
128027,"A Mouthful of Birds",1995,1995,Theatre - Spoken Word,2738,"Victorian College of Arts, Grant Street Theatre",Southbank,-37.826505,144.966828
128028,"Birth on a Hard Shoulder",1995,1995,Theatre - Spoken Word,2738,"Victorian College of Arts, Grant Street Theatre",Southbank,-37.826505,144.966828
128033,"Storytime Ballet: The Nutcracker",2016,2016,Dance,3,"Playhouse",Melbourne,-37.821404,144.968724
128041,"Symphony in C",2017,2017,Dance,11513,"The Arts Centre",Melbourne,-37.819977,144.968632
128043,"Nutcracker - The Story of Clara",2017,2017,Dance,11513,"The Arts Centre",Melbourne,-37.819977,144.968632
128044,"Alice's Adventures in Wonderland",2017,2017,Dance,11513,"The Arts Centre",Melbourne,-37.819977,144.968632
128047,"The Sleeping Beauty",2017,2017,Dance,11513,"The Arts Centre",Melbourne,-37.819977,144.968632
128204,"Aladdin",2017,2018,Music Theatre,76,"Her Majesty's Theatre",Melbourne,-37.810916,144.969755
128206,"My Fair Lady",2017,2017,Music Theatre,156,"Regent Theatre",Melbourne,-37.815387,144.967496
128214,"Kinky Boots",2016,2017,Music Theatre,76,"Her Majesty's Theatre",Melbourne,-37.810916,144.969755
128221,"Cabaret",2017,2017,Music Theatre,83,"Athenaeum Theatre",Melbourne,-37.815039,144.967359
128234,"Kooza",2017,2017,Other,18015,"Flemington Racecourse",Flemington,-37.791377,144.911676
128236,"Oriel",2017,2017,Theatre - Spoken Word,20002,"La Mama Courthouse",Carlton,-37.797696,144.968686
128237,"Regression",2016,2016,Theatre - Spoken Word,18016,"Allpress Studio",Collingwood,-37.806397,144.989229
128239,"Backstage in Biscuit Land",2016,2016,Theatre - Spoken Word,159,"Beckett Theatre @ CUB Malthouse",Southbank,-37.827082,144.96654
128241,"To Lonely, With Love",2016,2016,Theatre - Spoken Word,1,"La Mama",Carlton,-37.798931,144.96771
128278,"Grug and the Rainbow",2017,2017,Theatre - Spoken Word,10439,"Karralyka Centre",Ringwood East,-37.80881,145.24365
128279,"Our Ladies of Perpetual Succour",2016,2016,Theatre - Spoken Word,12,"Fairfax Studio",Melbourne,-37.821404,144.968724
128280,"Three Blind Mice",2016,2016,Theatre - Spoken Word,18018,"Frisk Hub",Southbank,-37.825152,144.967127
128283,"Inside the Bell Jar",2016,2016,Music Theatre,16166,"The Butterfly Club",Melbourne,-37.815151,144.965138
128284,"PARLEY!",2016,2016,Theatre - Spoken Word,16166,"The Butterfly Club",Melbourne,-37.815151,144.965138
128321,"Grug and the Rainbow",2017,2017,Theatre - Spoken Word,11608,"Burrinja",Upwey,-37.91712,145.33468
128322,"Grug and the Rainbow",2017,2017,Theatre - Spoken Word,3358,"The Capital - Bendigo's Performing Arts Centre",Bendigo,-36.757412,144.276222
128323,"Grug and the Rainbow",2017,2017,Theatre - Spoken Word,15844,"Lighthouse Theatre",Warrnambool,-38.385452,142.481882
128324,"Grug and the Rainbow",2017,2017,Theatre - Spoken Word,663,"Geelong Performing Arts Centre",Geelong,-38.147454,144.356491
128329,"Our Land People Stories",2016,2016,Dance,11513,"The Arts Centre",Melbourne,-37.819977,144.968632
128351,"Bennelong",2017,2017,Dance,11513,"The Arts Centre",Melbourne,-37.819977,144.968632
128356,"The Addams Family",2016,2016,Music Theatre,13237,"Theatre Works",St Kilda,-37.8642862,144.9758931
128359,"tick, tick...BOOM!",2016,2016,Music Theatre,4,"Chapel Off Chapel",Prahran,-37.84760942,144.9955341
128387,"Gala Variety Entertainment",1946,1946,Music Theatre,13486,"St Kilda Town Hall (1890 on)",St Kilda,-37.868649,144.987956
128390,"Make it a Party",1946,1946,Music Theatre,2989,"Tivoli Theatre",Melbourne,-37.813345,144.966576
128392,"The Cat and the Moon",1978,1978,Theatre - Spoken Word,16683,"The Mill Theatre",Newtown,-38.161994,144.344146
128393,"One of Nature's Gentlemen",1978,1978,Theatre - Spoken Word,16683,"The Mill Theatre",Newtown,-38.161994,144.344146
128394,"The Feud",1978,1978,Theatre - Spoken Word,16683,"The Mill Theatre",Newtown,-38.161994,144.344146
128395,"The Wool Game",1978,1978,Theatre - Spoken Word,16683,"The Mill Theatre",Newtown,-38.161994,144.344146
128396,"Trojan Women",1978,1978,Theatre - Spoken Word,16683,"The Mill Theatre",Newtown,-38.161994,144.344146
128397,"Ubu Roi",1978,1978,Theatre - Spoken Word,16683,"The Mill Theatre",Newtown,-38.161994,144.344146
128398,"The Chalk Circle",1979,1979,Theatre - Spoken Word,16683,"The Mill Theatre",Newtown,-38.161994,144.344146
128399,"The Burning of Bentley's Hotel",1979,1979,Theatre - Spoken Word,16683,"The Mill Theatre",Newtown,-38.161994,144.344146
128400,"The Reverend's Powerful Backhand",1979,1979,Theatre - Spoken Word,16683,"The Mill Theatre",Newtown,-38.161994,144.344146
128401,"The Door",1979,1979,Theatre - Spoken Word,16683,"The Mill Theatre",Newtown,-38.161994,144.344146
128402,"Hansel and Gretel: A Play for the Family",1980,1980,Theatre - Spoken Word,16683,"The Mill Theatre",Newtown,-38.161994,144.344146
128405,"Ladies of Fortune",1981,1981,Theatre - Spoken Word,10920,"Blakiston Theatre",Geelong,-38.147454,144.356491
128406,"The Woman Who Died for Her Husband",1981,1981,Theatre - Spoken Word,10920,"Blakiston Theatre",Geelong,-38.147454,144.356491
128407,"The Bear",1981,1981,Theatre - Spoken Word,10920,"Blakiston Theatre",Geelong,-38.147454,144.356491
12841,"Mourning Becomes Electra",1948,1948,Theatre - Spoken Word,120,"Princess Theatre (1886- )",Melbourne,-37.810729,144.972464
128433,"Billy Thorpe and Leigh",2016,2016,Theatre - Spoken Word,16512,"Alex Theatre St Kilda",St Kilda,-37.859388,144.97786
128435,"Henry IV Part I",2016,2016,Theatre - Spoken Word,19183,"University of Melbourne, Guild Theatre",The University Of Melbourne ,-37.797322,144.961405
128466,"Disney on Ice presents Frozen",2017,2017,Other,16175,"Hisense Arena",Melbourne,-37.82267,144.98005
128476,"Disney on Ice Magical Ice Festival",2016,2016,Other,2718,"Rod Laver Arena",Melbourne,-37.821087,144.976225
128500,"Orb",2017,2017,Dance,11513,"The Arts Centre",Melbourne,-37.819977,144.968632
128514,"The Beast",2016,2016,Theatre - Spoken Word,98,"Comedy Theatre",Melbourne,-37.810308,144.970033
128524,"You Lucky People",1946,1946,Theatre - Spoken Word,2989,"Tivoli Theatre",Melbourne,-37.813345,144.966576
128525,"Atomic Blondes",1946,1947,Music Theatre,2989,"Tivoli Theatre",Melbourne,-37.813345,144.966576
128528,"Hits and Highlights from 1946",1946,1946,Music Theatre,2989,"Tivoli Theatre",Melbourne,-37.813345,144.966576
128530,"Hi-Ho Piccadilly",1947,1947,Music Theatre,2989,"Tivoli Theatre",Melbourne,-37.813345,144.966576
128540,"Rolling Thunder Vietnam",2016,2016,Music Theatre,813,"Palais Theatre",St Kilda,-37.86684,144.975197
128548,"Leave it till Monday",1984,1984,Theatre - Spoken Word,18216,"Geelong Performing Arts Centre Foyer",Geelong,-38.147432,144.35665
128561,"The Miner's Curse",1911,1911,Other,17957,"Lyric Theatre",Brunswick,-37.772545,144.960979
128580,"Laugh and be Happy",1947,1947,Theatre - Spoken Word,2989,"Tivoli Theatre",Melbourne,-37.813345,144.966576
128629,"The Anniversary Show",1954,1954,Theatre - Spoken Word,2989,"Tivoli Theatre",Melbourne,-37.813345,144.966576
128634,"Rooftops",1958,1958,Theatre - Spoken Word,2989,"Tivoli Theatre",Melbourne,-37.813345,144.966576
128635,"Deep South",1958,1958,Theatre - Spoken Word,2989,"Tivoli Theatre",Melbourne,-37.813345,144.966576
128636,"Sit Back and Laugh",1947,1947,Music Theatre,2989,"Tivoli Theatre",Melbourne,-37.813345,144.966576
128637,"One Dam' Thing After Another",1966,1966,Theatre - Spoken Word,2989,"Tivoli Theatre",Melbourne,-37.813345,144.966576
128638,"It's Turned Out Nice Again",1947,1947,Theatre - Spoken Word,2989,"Tivoli Theatre",Melbourne,-37.813345,144.966576
128652,"Grandfather's Follies",1949,1949,Theatre - Spoken Word,2989,"Tivoli Theatre",Melbourne,-37.813345,144.966576
128653,"The Stanley Holloway Show",1949,1949,Music Theatre,2989,"Tivoli Theatre",Melbourne,-37.813345,144.966576
12866,"Modest Expectations",1990,1990,Theatre - Spoken Word,159,"Beckett Theatre @ CUB Malthouse",Southbank,-37.827082,144.96654
12867,"The House of Blue Leaves",1990,1990,Theatre - Spoken Word,3,"Playhouse",Melbourne,-37.821404,144.968724
128672,"Varieties of 1942",1942,1942,Theatre - Spoken Word,2989,"Tivoli Theatre",Melbourne,-37.813345,144.966576
128673,"Frivolities of 1942",1942,1942,Theatre - Spoken Word,2989,"Tivoli Theatre",Melbourne,-37.813345,144.966576
128678,"Paris in the Spring",1945,1945,Theatre - Spoken Word,2989,"Tivoli Theatre",Melbourne,-37.813345,144.966576
128679,"Cinderella",1948,1948,Music Theatre,2989,"Tivoli Theatre",Melbourne,-37.813345,144.966576
128680,"Smoke Production",1945,1945,Theatre - Spoken Word,2989,"Tivoli Theatre",Melbourne,-37.813345,144.966576
128681,"Ride 'em Cowboy",1934,1934,Theatre - Spoken Word,2989,"Tivoli Theatre",Melbourne,-37.813345,144.966576
12871,"Glass War",1990,1990,Theatre - Spoken Word,1,"La Mama",Carlton,-37.798931,144.96771
128715,"A Midsummer Night's Dream",2016,2016,Theatre - Spoken Word,11513,"The Arts Centre",Melbourne,-37.819977,144.968632
12873,"Van M",1990,1990,Theatre - Spoken Word,1,"La Mama",Carlton,-37.798931,144.96771
128736,"Boy's Own McBeth",1980,1980,Music Theatre,98,"Comedy Theatre",Melbourne,-37.810308,144.970033
128754,"The Exception and The Rule",2015,2015,Theatre - Spoken Word,19183,"University of Melbourne, Guild Theatre",The University Of Melbourne ,-37.797322,144.961405
128757,"Jimeoin",2017,2017,Theatre - Spoken Word,4800,"ACMI Screen Gallery",Melbourne,-37.817798,144.968714
128759,"Hippo! Hippo! A Big New Musical Adventure!",2016,2016,Music Theatre,10439,"Karralyka Centre",Ringwood East,-37.80881,145.24365
128760,"Hippo! Hippo! A Big New Musical Adventure!",2016,2016,Music Theatre,10791,"Benalla Performing Arts Centre",Benalla,-36.553797,145.996444
128761,"Hippo! Hippo! A Big New Musical Adventure!",2016,2016,Music Theatre,3607,"Mildura Arts Centre",Mildura,-34.178286,142.16044
128762,"Hippo! Hippo! A Big New Musical Adventure!",2016,2016,Music Theatre,4035,"Swan Hill Performing Arts Centre",Swan Hill,-35.339837,143.557073
128763,"Hippo! Hippo! A Big New Musical Adventure!",2016,2016,Music Theatre,4037,"Kyneton Town Hall",Kyneton,-37.247253,144.453379
128764,"Hippo! Hippo! A Big New Musical Adventure!",2016,2016,Music Theatre,700,"National Theatre",St Kilda,-37.866959,144.980955
128766,"Hippo! Hippo! A Big New Musical Adventure!",2016,2016,Music Theatre,17002,"Latrobe Performing Arts Centre",Morwell,-38.236643,146.395191
128767,"Hippo! Hippo! A Big New Musical Adventure!",2016,2016,Music Theatre,15867,"Forge Theatre and Arts Hub",Bairnsdale,-37.827388,147.606032
128768,"Hippo! Hippo! A Big New Musical Adventure!",2016,2016,Music Theatre,10398,"Wellington Entertainment Centre",Sale,-38.111789,147.063703
128770,"Hippo! Hippo! A Big New Musical Adventure!",2016,2016,Music Theatre,15844,"Lighthouse Theatre",Warrnambool,-38.385452,142.481882
128771,"Hippo! Hippo! A Big New Musical Adventure!",2016,2016,Music Theatre,3355,"West Gippsland Arts Centre",Warragul,-38.15906,145.93337
128772,"Hippo! Hippo! A Big New Musical Adventure!",2016,2016,Music Theatre,4141,"Clocktower Centre",Moonee Ponds,-37.765956,144.924604
128773,"Hippo! Hippo! A Big New Musical Adventure!",2016,2016,Music Theatre,10919,"Cardinia Cultural Centre",Pakenham,-38.064745,145.454131
128774,"Hippo! Hippo! A Big New Musical Adventure!",2016,2016,Music Theatre,143,"Her Majesty's Theatre",Ballarat,-37.56269,143.857598
128775,"Hippo! Hippo! A Big New Musical Adventure!",2016,2016,Music Theatre,11608,"Burrinja",Upwey,-37.91712,145.33468
128776,"Hippo! Hippo! A Big New Musical Adventure!",2016,2016,Music Theatre,3965,"Gasworks Main Theatre",Albert Park,-37.841874,144.947565
128777,"Hippo! Hippo! A Big New Musical Adventure!",2016,2016,Music Theatre,663,"Geelong Performing Arts Centre",Geelong,-38.147454,144.356491
128778,"Hippo! Hippo! A Big New Musical Adventure!",2016,2016,Music Theatre,162,"Whitehorse Centre",Nunawading,-37.81772,145.181449
128779,"Hippo! Hippo! A Big New Musical Adventure!",2016,2016,Music Theatre,2708,"Frankston Arts Centre",Frankston,-38.146162,145.123225
128780,"Hippo! Hippo! A Big New Musical Adventure!",2016,2016,Music Theatre,3516,"Horsham Civic Centre",Horsham,-36.715677,142.200732
128794,"Einstein: Master of the Universe",2016,2016,Music Theatre,13237,"Theatre Works",St Kilda,-37.8642862,144.9758931
128795,"Who's Afraid of Virginia Woolf",2016,2016,Theatre - Spoken Word,18251,"Blackbox Theatre",Kew,-37.813425,145.04941
128796,"Once Upon a Mattress",2016,2016,Music Theatre,18252,"Warrandyte High School Theatre",Warrandyte,-37.747388,145.184568
128797,"Flash",2016,2016,Theatre - Spoken Word,16165,"The Owl and Cat Theatre",Richmond,-37.825071,144.990228
128798,"Courage to Kill",2016,2016,Theatre - Spoken Word,1,"La Mama",Carlton,-37.798931,144.96771
128799,"Titanic: the Musical",2016,2016,Music Theatre,4,"Chapel Off Chapel",Prahran,-37.84760942,144.9955341
128800,"Desire Under the Elms",2016,2016,Theatre - Spoken Word,4,"Chapel Off Chapel",Prahran,-37.84760942,144.9955341
12881,"We Bombed in New Haven",1970,1970,Theatre - Spoken Word,17,"Monash University, Alexander Theatre",Clayton,-37.913604,145.133347
128818,"Nigella - Love Bites",2016,2016,Music Theatre,16166,"The Butterfly Club",Melbourne,-37.815151,144.965138
128821,"Extinction",2016,2016,Theatre - Spoken Word,663,"Geelong Performing Arts Centre",Geelong,-38.147454,144.356491
128823,"Extinction",2016,2016,Theatre - Spoken Word,11513,"The Arts Centre",Melbourne,-37.819977,144.968632
128824,"Demens",2016,2016,Theatre - Spoken Word,16288,"Bluestone Church Arts Space",Footscray,-37.805307,144.900534
128825,"Noises Off",2016,2016,Theatre - Spoken Word,18,"Monash University, George Jenkins Theatre",Frankston,-38.152,145.13501
128834,"Americana",1947,1947,Music Theatre,2989,"Tivoli Theatre",Melbourne,-37.813345,144.966576
128839,"Forever Glamour",1947,1947,Theatre - Spoken Word,2989,"Tivoli Theatre",Melbourne,-37.813345,144.966576
12884,"Send Cards and Flowers",1990,1990,Theatre - Spoken Word,201,"Incinerator Theatre",Moonee Ponds,-37.7648596,144.9035078
12885,"A Moon for the Misbegotten",1990,1990,Theatre - Spoken Word,59,"Russell Street Theatre",Melbourne,-37.816145,144.969352
128856,"Mr Truffles",1972,1972,Theatre - Spoken Word,2933,"Claremont Theatre Centre",South Yarra,-37.837909,144.99393
128857,"Film and the Female",1973,1973,Theatre - Spoken Word,1,"La Mama",Carlton,-37.798931,144.96771
128858,"Blood Brothers",1978,1978,Theatre - Spoken Word,1,"La Mama",Carlton,-37.798931,144.96771
128859,"Comedians",1980,1980,Theatre - Spoken Word,4639,"Playbox Theatre",Melbourne,-37.814722,144.971491
128860,"Mates",1999,1999,Theatre - Spoken Word,22,"Carlton Courthouse",Carlton,-37.797696,144.968686
128861,"Mates",1999,1999,Theatre - Spoken Word,159,"Beckett Theatre @ CUB Malthouse",Southbank,-37.827082,144.96654
128862,"Sex, Drugs and Walking Frames",2000,2000,Theatre - Spoken Word,1,"La Mama",Carlton,-37.798931,144.96771
128863,"Unlocked - Voices from D Division",1998,1998,Theatre - Spoken Word,11886,"Pentridge Prison",Coburg,-37.73751,144.9679
128864,"Canticle to Mani",1974,1974,Theatre - Spoken Word,4006,"Melbourne",Melbourne,-37.8136,144.9631
128867,"Funny Girl",2016,2016,Music Theatre,21,"The State Theatre",Melbourne,-37.8199893,144.9685875
128868,"Curtains",2016,2016,Music Theatre,21,"The State Theatre",Melbourne,-37.8199893,144.9685875
128870,"Ghost Stories",2016,2016,Theatre - Spoken Word,663,"Geelong Performing Arts Centre",Geelong,-38.147454,144.356491
128871,"Ghost Stories",2016,2016,Theatre - Spoken Word,700,"National Theatre",St Kilda,-37.866959,144.980955
128872,"The Mill on the Floss",2016,2016,Theatre - Spoken Word,13237,"Theatre Works",St Kilda,-37.8642862,144.9758931
12888,"Figures in Glass",1990,1990,Theatre - Spoken Word,3704,"Irene Mitchell Studio",South Yarra,-37.835245,144.981099
12889,"The Life and Death of Sandy Stone",1990,1990,Music Theatre,83,"Athenaeum Theatre",Melbourne,-37.815039,144.967359
128890,"Avenue Q",2016,2016,Music Theatre,76,"Her Majesty's Theatre",Melbourne,-37.810916,144.969755
128892,"Dangerous Liasons",2016,2016,Theatre - Spoken Word,13237,"Theatre Works",St Kilda,-37.8642862,144.9758931
128895,"Dangerous Liasons",2014,2014,Theatre - Spoken Word,13226,"Southbank Theatre, The Lawler",Southbank,-37.823752,144.969449
128896,"The Happy Prince",2017,2017,Theatre - Spoken Word,1,"La Mama",Carlton,-37.798931,144.96771
128898,"Fabricated",2016,2016,Dance,4,"Chapel Off Chapel",Prahran,-37.84760942,144.9955341
128899,"The Resistable Rise of Arturo Ui",2016,2016,Theatre - Spoken Word,13237,"Theatre Works",St Kilda,-37.8642862,144.9758931
128900,"Dead Royal",2016,2016,Theatre - Spoken Word,3118,"fortyfivedownstairs",Melbourne,-37.814831,144.973079
128901,"Caught in the Net",2016,2016,Theatre - Spoken Word,18256,"Crossroads Hall Theatre",Weeibee,-37.901877,144.662858
128902,"The Beauty Queen of Leenane",2016,2016,Theatre - Spoken Word,18257,"Shenton Performing Arts Centre",East Geelong,-38.152663,144.373154
128903,"Wit",2016,2016,Theatre - Spoken Word,3118,"fortyfivedownstairs",Melbourne,-37.814831,144.973079
128904,"First Date",2016,2016,Music Theatre,4,"Chapel Off Chapel",Prahran,-37.84760942,144.9955341
12893,"Same Difference",1972,1972,Theatre - Spoken Word,13157,"St Martins Theatre",South Yarra,-37.835245,144.981099
128943,"Shadowland",2016,2016,Other,21,"The State Theatre",Melbourne,-37.8199893,144.9685875
12895,"The Wooden Child",1990,1990,Theatre - Spoken Word,82,"Universal Theatre",North Fitzroy,-37.798606,144.975634
12896,"Peer Gynt",1990,1990,Theatre - Spoken Word,82,"Universal Theatre",North Fitzroy,-37.798606,144.975634
128960,"Top of the World",1947,1947,Theatre - Spoken Word,2989,"Tivoli Theatre",Melbourne,-37.813345,144.966576
128962,"The Stardusters",1947,1947,Music Theatre,2989,"Tivoli Theatre",Melbourne,-37.813345,144.966576
12897,"Happiness",1990,1990,Theatre - Spoken Word,46,"Theatreworks",St Kilda,-37.863928,144.976507
128975,"The Color Purple",2016,2016,Music Theatre,4,"Chapel Off Chapel",Prahran,-37.84760942,144.9955341
128976,"White Day Dream",2016,2016,Dance,3118,"fortyfivedownstairs",Melbourne,-37.814831,144.973079
128977,"The Lyons",2016,2016,Theatre - Spoken Word,18256,"Crossroads Hall Theatre",Weeibee,-37.901877,144.662858
128978,"Godspell Reimagined",2016,2016,Music Theatre,12,"Fairfax Studio",Melbourne,-37.821404,144.968724
128979,"The Curious Savage",2016,2016,Theatre - Spoken Word,18258,"Carolyn Theatre",Cororooke,-38.289311,143.522632
12898,"Esterhaz",1990,1990,Theatre - Spoken Word,11,"Merlyn Theatre @ CUB Malthouse",Southbank,-37.827082,144.96654
128980,"Anna Bolena (Anne Boleyn)",2016,2016,Music Theatre,83,"Athenaeum Theatre",Melbourne,-37.815039,144.967359
128981,"Petrasexual",2016,2016,Music Theatre,16166,"The Butterfly Club",Melbourne,-37.815151,144.965138
128983,"Out of Order",2016,2016,Theatre - Spoken Word,11588,"Mooroolbark Community Centre",Mooroolbark,-37.7855316,145.3147498
128984,"Anti-Hamlet",2016,2016,Theatre - Spoken Word,13237,"Theatre Works",St Kilda,-37.8642862,144.9758931
128985,"Permission to Speak",2016,2016,Music Theatre,11362,"Arts House North Melbourne Town Hall",North Melbourne,-37.803053,144.949634
12899,"New Balls Please",1990,1990,Theatre - Spoken Word,1,"La Mama",Carlton,-37.798931,144.96771
128990,"Hispanic Attack",2016,2016,Music Theatre,4,"Chapel Off Chapel",Prahran,-37.84760942,144.9955341
128993,"Impromptunes - The Bachela-la-la",2016,2016,Music Theatre,16166,"The Butterfly Club",Melbourne,-37.815151,144.965138
128995,"Impromptunes - The Bachela-la-la",2017,2017,Music Theatre,18262,"The Greek Centre",Melbourne,-37.810542,144.967287
128996,"Confessions of an Aerobics Instructor",2016,2016,Theatre - Spoken Word,16166,"The Butterfly Club",Melbourne,-37.815151,144.965138
128997,"Confessions of an Aerobics Instructor",2017,2017,Theatre - Spoken Word,18263,"Speakeasy HQ",Melbourne,-37.820293,144.956943
128998,"Deceptive Threads",2016,2016,Theatre - Spoken Word,3118,"fortyfivedownstairs",Melbourne,-37.814831,144.973079
128999,"Seminar",2016,2016,Theatre - Spoken Word,4,"Chapel Off Chapel",Prahran,-37.84760942,144.9955341
12900,"An Office Romance",1990,1990,Theatre - Spoken Word,22,"Carlton Courthouse",Carlton,-37.797696,144.968686
129000,"An Evening with Groucho",2016,2016,Theatre - Spoken Word,4,"Chapel Off Chapel",Prahran,-37.84760942,144.9955341
129001,"Del Dempsey is Dead",2016,2016,Theatre - Spoken Word,16166,"The Butterfly Club",Melbourne,-37.815151,144.965138
129002,"Jack Charles V The Crown",2016,2016,Theatre - Spoken Word,12,"Fairfax Studio",Melbourne,-37.821404,144.968724
129006,"London Suite",2016,2016,Theatre - Spoken Word,73,"Williamstown Little Theatre",Williamstown,-37.853257,144.8961536
